%SeriesCode,Period,Value
DGDSRC,2005M11,"3,119,738"
DGDSRC,2005M12,"3,132,349"
DGDSRC,2006M01,"3,209,683"
DGDSRC,2006M02,"3,191,420"
DGDSRC,2006M03,"3,189,425"
DGDSRC,2006M04,"3,223,117"
DGDSRC,2006M05,"3,223,309"
DGDSRC,2006M06,"3,231,852"
DGDSRC,2006M07,"3,285,521"
DGDSRC,2006M08,"3,268,978"
DGDSRC,2006M09,"3,265,813"
DGDSRC,2006M10,"3,251,407"
DGDSRC,2006M11,"3,236,410"
DGDSRC,2006M12,"3,298,930"
DGDSRC,2007M01,"3,299,695"
DGDSRC,2007M02,"3,296,018"
DGDSRC,2007M03,"3,328,661"
DGDSRC,2007M04,"3,332,243"
DGDSRC,2007M05,"3,368,001"
DGDSRC,2007M06,"3,355,156"
DGDSRC,2007M07,"3,375,468"
DGDSRC,2007M08,"3,366,928"
DGDSRC,2007M09,"3,397,634"
DGDSRC,2007M10,"3,405,960"
DGDSRC,2007M11,"3,442,720"
DGDSRC,2007M12,"3,435,882"
DGDSRC,2008M01,"3,421,004"
DGDSRC,2008M02,"3,386,785"
DGDSRC,2008M03,"3,411,314"
DGDSRC,2008M04,"3,415,266"
DGDSRC,2008M05,"3,444,367"
DGDSRC,2008M06,"3,470,964"
DGDSRC,2008M07,"3,456,241"
DGDSRC,2008M08,"3,451,170"
DGDSRC,2008M09,"3,376,310"
DGDSRC,2008M10,"3,289,512"
DGDSRC,2008M11,"3,155,439"
DGDSRC,2008M12,"3,080,279"
DGDSRC,2009M01,"3,133,282"
DGDSRC,2009M02,"3,136,380"
DGDSRC,2009M03,"3,090,420"
DGDSRC,2009M04,"3,098,385"
DGDSRC,2009M05,"3,130,579"
DGDSRC,2009M06,"3,174,460"
DGDSRC,2009M07,"3,195,838"
DGDSRC,2009M08,"3,286,931"
DGDSRC,2009M09,"3,202,661"
DGDSRC,2009M10,"3,222,420"
DGDSRC,2009M11,"3,237,118"
DGDSRC,2009M12,"3,251,794"
DGDSRC,2010M01,"3,247,580"
DGDSRC,2010M02,"3,251,760"
DGDSRC,2010M03,"3,299,120"
DGDSRC,2010M04,"3,302,988"
DGDSRC,2010M05,"3,282,913"
DGDSRC,2010M06,"3,287,802"
DGDSRC,2010M07,"3,293,662"
DGDSRC,2010M08,"3,315,914"
DGDSRC,2010M09,"3,335,781"
DGDSRC,2010M10,"3,377,069"
DGDSRC,2010M11,"3,400,851"
DGDSRC,2010M12,"3,418,457"
DGDSRC,2011M01,"3,450,412"
DGDSRC,2011M02,"3,457,232"
DGDSRC,2011M03,"3,499,460"
DGDSRC,2011M04,"3,521,256"
DGDSRC,2011M05,"3,506,317"
DGDSRC,2011M06,"3,515,798"
DGDSRC,2011M07,"3,516,223"
DGDSRC,2011M08,"3,519,064"
DGDSRC,2011M09,"3,548,037"
DGDSRC,2011M10,"3,561,288"
DGDSRC,2011M11,"3,562,599"
DGDSRC,2011M12,"3,559,763"
DGDSRC,2012M01,"3,600,401"
DGDSRC,2012M02,"3,647,226"
DGDSRC,2012M03,"3,638,523"
DGDSRC,2012M04,"3,638,043"
DGDSRC,2012M05,"3,620,008"
DGDSRC,2012M06,"3,591,077"
DGDSRC,2012M07,"3,595,005"
DGDSRC,2012M08,"3,636,924"
DGDSRC,2012M09,"3,663,490"
DGDSRC,2012M10,"3,665,563"
DGDSRC,2012M11,"3,679,302"
DGDSRC,2012M12,"3,677,308"
DGDSRC,2013M01,"3,736,540"
DGDSRC,2013M02,"3,755,888"
DGDSRC,2013M03,"3,717,718"
DGDSRC,2013M04,"3,696,234"
DGDSRC,2013M05,"3,716,185"
DGDSRC,2013M06,"3,719,105"
DGDSRC,2013M07,"3,742,861"
DGDSRC,2013M08,"3,741,086"
DGDSRC,2013M09,"3,751,882"
DGDSRC,2013M10,"3,760,594"
DGDSRC,2013M11,"3,783,176"
DGDSRC,2013M12,"3,784,934"
DGDSRC,2014M01,"3,766,866"
DGDSRC,2014M02,"3,819,681"
DGDSRC,2014M03,"3,844,415"
DGDSRC,2014M04,"3,873,726"
DGDSRC,2014M05,"3,879,805"
DGDSRC,2014M06,"3,904,030"
DGDSRC,2014M07,"3,914,302"
DGDSRC,2014M08,"3,934,139"
DGDSRC,2014M09,"3,917,296"
DGDSRC,2014M10,"3,936,003"
DGDSRC,2014M11,"3,934,755"
DGDSRC,2014M12,"3,913,908"
DGDSRC,2015M01,"3,867,185"
DGDSRC,2015M02,"3,888,310"
DGDSRC,2015M03,"3,934,877"
DGDSRC,2015M04,"3,933,311"
DGDSRC,2015M05,"3,968,933"
DGDSRC,2015M06,"3,974,546"
DGDSRC,2015M07,"4,001,221"
DGDSRC,2015M08,"4,003,390"
DGDSRC,2015M09,"3,976,178"
DGDSRC,2015M10,"3,954,742"
DGDSRC,2015M11,"3,981,473"
DGDSRC,2015M12,"3,977,392"
DGDSRC,2016M01,"3,959,910"
DGDSRC,2016M02,"3,984,051"
DGDSRC,2016M03,"3,970,624"
DGDSRC,2016M04,"3,999,180"
DGDSRC,2016M05,"4,012,524"
DGDSRC,2016M06,"4,059,767"
DGDSRC,2016M07,"4,041,943"
DGDSRC,2016M08,"4,045,612"
DGDSRC,2016M09,"4,064,753"
DGDSRC,2016M10,"4,076,978"
DGDSRC,2016M11,"4,058,356"
DGDSRC,2016M12,"4,122,734"
DGDSRC,2017M01,"4,136,398"
DGDSRC,2017M02,"4,147,990"
DGDSRC,2017M03,"4,150,232"
DGDSRC,2017M04,"4,169,439"
DGDSRC,2017M05,"4,144,642"
DGDSRC,2017M06,"4,174,973"
DGDSRC,2017M07,"4,175,658"
DGDSRC,2017M08,"4,192,265"
DGDSRC,2017M09,"4,280,162"
DGDSRC,2017M10,"4,272,863"
DGDSRC,2017M11,"4,323,884"
DGDSRC,2017M12,"4,378,065"
DGDSRC,2018M01,"4,385,101"
DGDSRC,2018M02,"4,397,571"
DGDSRC,2018M03,"4,381,096"
DGDSRC,2018M04,"4,387,470"
DGDSRC,2018M05,"4,438,100"
DGDSRC,2018M06,"4,404,098"
DGDSRC,2018M07,"4,418,943"
DGDSRC,2018M08,"4,426,130"
DGDSRC,2018M09,"4,422,281"
DGDSRC,2018M10,"4,441,929"
DGDSRC,2018M11,"4,495,839"
DGDSRC,2018M12,"4,371,936"
DGDSRC,2019M01,"4,399,278"
DGDSRC,2019M02,"4,409,173"
DGDSRC,2019M03,"4,481,698"
DGDSRC,2019M04,"4,498,833"
DGDSRC,2019M05,"4,536,777"
DGDSRC,2019M06,"4,548,444"
DGDSRC,2019M07,"4,574,310"
DGDSRC,2019M08,"4,581,402"
DGDSRC,2019M09,"4,572,872"
DGDSRC,2019M10,"4,565,828"
DGDSRC,2019M11,"4,603,402"
DGDSRC,2019M12,"4,621,781"
DGDSRC,2020M01,"4,610,422"
DGDSRC,2020M02,"4,605,974"
DGDSRC,2020M03,"4,479,586"
DGDSRC,2020M04,"3,916,551"
DGDSRC,2020M05,"4,501,657"
DGDSRC,2020M06,"4,779,766"
DGDSRC,2020M07,"4,881,174"
DGDSRC,2020M08,"4,895,520"
DGDSRC,2020M09,"4,957,593"
DGDSRC,2020M10,"4,943,426"
DGDSRC,2020M11,"4,927,990"
DGDSRC,2020M12,"5,003,840"
DGDSRC,2021M01,"5,147,324"
DGDSRC,2021M02,"5,039,368"
DGDSRC,2021M03,"5,516,639"
DGDSRC,2021M04,"5,570,649"
DGDSRC,2021M05,"5,500,054"
DGDSRC,2021M06,"5,562,562"
DGDSRC,2021M07,"5,461,247"
DGDSRC,2021M08,"5,529,473"
DGDSRC,2021M09,"5,543,868"
DGDSRC,2021M10,"5,672,344"
DGDSRC,2021M11,"5,733,640"
DGDSRC,2021M12,"5,716,174"
DGDSRC,2022M01,"5,802,255"
DGDSRC,2022M02,"5,806,917"
DGDSRC,2022M03,"5,920,741"
DGDSRC,2022M04,"5,952,833"
DGDSRC,2022M05,"5,955,413"
DGDSRC,2022M06,"6,034,130"
DGDSRC,2022M07,"5,965,654"
DGDSRC,2022M08,"5,986,619"
DGDSRC,2022M09,"5,980,970"
DGDSRC,2022M10,"6,029,199"
DGDSRC,2022M11,"5,944,263"
DGDSRC,2022M12,"5,885,015"
DGDSRC,2023M01,"6,094,355"
DGDSRC,2023M02,"6,089,095"
DGDSRC,2023M03,"6,021,711"
DGDSRC,2023M04,"6,087,040"
DGDSRC,2023M05,"6,064,484"
DGDSRC,2023M06,"6,086,664"
DGDSRC,2023M07,"6,110,483"
DGDSRC,2023M08,"6,159,304"
DGDSRC,2023M09,"6,179,983"
DGDSRC,2023M10,"6,174,180"
DGDSRC,2023M11,"6,150,142"
DGDSRC,2023M12,"6,170,557"
DGDSRC,2024M01,"6,095,038"
DGDSRC,2024M02,"6,128,827"
DGDSRC,2024M03,"6,185,067"
DGDSRC,2024M04,"6,200,150"
DGDSRC,2024M05,"6,236,330"
DGDSRC,2024M06,"6,236,662"
DGDSRC,2024M07,"6,284,969"
DGDSRC,2024M08,"6,259,481"
DGDSRC,2024M09,"6,330,202"
DGDSRC,2024M10,"6,334,652"
DGDSRC,2024M11,"6,370,740"
DGDSRC,2024M12,"6,476,238"
DGDSRC,2025M01,"6,383,097"
DGDSRC,2025M02,"6,418,395"
DGDSRC,2025M03,"6,495,412"
DGDSRC,2025M04,"6,487,770"
DGDSRC,2025M05,"6,437,232"
DGDSRC,2025M06,"6,488,324"
DGDSRC,2025M07,"6,521,612"
DGDSRC,2025M08,"6,555,592"
DGDSRC,2025M09,"6,559,703"
DGDSRC,2025M10,"6,561,157"
DGDSRC,2025M11,"6,592,968"
DGDSRC,2025M12,"6,595,224"
DGDSRC,2026M01,"6,559,727"
DGDSRC,2026M02,"6,662,420"
DGDSRC,2026M03,"6,815,089"
DGDSRC,2026M04,"6,853,650"
DGDSRC,2026M05,"6,901,721"
DGDSRC,2026M06,"6,899,300"
DGDSRC,2026M07,"6,849,401"
DPCERC,1959M01,"306,091"
DPCERC,1959M02,"309,554"
DPCERC,1959M03,"312,702"
DPCERC,1959M04,"312,193"
DPCERC,1959M05,"316,130"
DPCERC,1959M06,"318,193"
DPCERC,1959M07,"317,787"
DPCERC,1959M08,"320,161"
DPCERC,1959M09,"324,228"
DPCERC,1959M10,"322,794"
DPCERC,1959M11,"322,860"
DPCERC,1959M12,"322,871"
DPCERC,1960M01,"323,603"
DPCERC,1960M02,"325,338"
DPCERC,1960M03,"330,150"
DPCERC,1960M04,"336,482"
DPCERC,1960M05,"330,042"
DPCERC,1960M06,"330,102"
DPCERC,1960M07,"331,366"
DPCERC,1960M08,"331,613"
DPCERC,1960M09,"333,397"
DPCERC,1960M10,"335,398"
DPCERC,1960M11,"335,366"
DPCERC,1960M12,"331,307"
DPCERC,1961M01,"332,178"
DPCERC,1961M02,"333,717"
DPCERC,1961M03,"337,664"
DPCERC,1961M04,"337,639"
DPCERC,1961M05,"339,870"
DPCERC,1961M06,"340,857"
DPCERC,1961M07,"340,560"
DPCERC,1961M08,"342,068"
DPCERC,1961M09,"344,368"
DPCERC,1961M10,"346,499"
DPCERC,1961M11,"349,881"
DPCERC,1961M12,"352,398"
DPCERC,1962M01,"353,161"
DPCERC,1962M02,"353,951"
DPCERC,1962M03,"357,353"
DPCERC,1962M04,"359,006"
DPCERC,1962M05,"361,978"
DPCERC,1962M06,"360,389"
DPCERC,1962M07,"361,358"
DPCERC,1962M08,"362,882"
DPCERC,1962M09,"368,757"
DPCERC,1962M10,"366,548"
DPCERC,1962M11,"371,684"
DPCERC,1962M12,"373,621"
DPCERC,1963M01,"374,423"
DPCERC,1963M02,"373,411"
DPCERC,1963M03,"375,016"
DPCERC,1963M04,"376,350"
DPCERC,1963M05,"377,205"
DPCERC,1963M06,"381,683"
DPCERC,1963M07,"384,407"
DPCERC,1963M08,"386,287"
DPCERC,1963M09,"385,488"
DPCERC,1963M10,"386,023"
DPCERC,1963M11,"389,440"
DPCERC,1963M12,"394,684"
DPCERC,1964M01,"396,783"
DPCERC,1964M02,"400,161"
DPCERC,1964M03,"401,801"
DPCERC,1964M04,"402,823"
DPCERC,1964M05,"408,431"
DPCERC,1964M06,"411,355"
DPCERC,1964M07,"414,912"
DPCERC,1964M08,"417,737"
DPCERC,1964M09,"416,618"
DPCERC,1964M10,"419,602"
DPCERC,1964M11,"416,359"
DPCERC,1964M12,"421,001"
DPCERC,1965M01,"424,440"
DPCERC,1965M02,"431,397"
DPCERC,1965M03,"433,297"
DPCERC,1965M04,"437,059"
DPCERC,1965M05,"437,625"
DPCERC,1965M06,"435,243"
DPCERC,1965M07,"441,033"
DPCERC,1965M08,"444,375"
DPCERC,1965M09,"452,006"
DPCERC,1965M10,"458,479"
DPCERC,1965M11,"459,054"
DPCERC,1965M12,"461,673"
DPCERC,1966M01,"465,158"
DPCERC,1966M02,"470,220"
DPCERC,1966M03,"475,031"
DPCERC,1966M04,"476,948"
DPCERC,1966M05,"473,094"
DPCERC,1966M06,"475,524"
DPCERC,1966M07,"480,562"
DPCERC,1966M08,"483,152"
DPCERC,1966M09,"489,159"
DPCERC,1966M10,"488,285"
DPCERC,1966M11,"490,050"
DPCERC,1966M12,"491,843"
DPCERC,1967M01,"494,203"
DPCERC,1967M02,"492,952"
DPCERC,1967M03,"495,797"
DPCERC,1967M04,"501,315"
DPCERC,1967M05,"502,243"
DPCERC,1967M06,"506,814"
DPCERC,1967M07,"506,708"
DPCERC,1967M08,"509,821"
DPCERC,1967M09,"515,622"
DPCERC,1967M10,"512,203"
DPCERC,1967M11,"517,400"
DPCERC,1967M12,"525,145"
DPCERC,1968M01,"530,934"
DPCERC,1968M02,"533,622"
DPCERC,1968M03,"544,333"
DPCERC,1968M04,"544,007"
DPCERC,1968M05,"549,783"
DPCERC,1968M06,"556,253"
DPCERC,1968M07,"563,156"
DPCERC,1968M08,"567,007"
DPCERC,1968M09,"568,203"
DPCERC,1968M10,"571,644"
DPCERC,1968M11,"576,748"
DPCERC,1968M12,"576,540"
DPCERC,1969M01,"583,479"
DPCERC,1969M02,"588,675"
DPCERC,1969M03,"588,862"
DPCERC,1969M04,"593,870"
DPCERC,1969M05,"600,271"
DPCERC,1969M06,"600,869"
DPCERC,1969M07,"602,700"
DPCERC,1969M08,"609,939"
DPCERC,1969M09,"613,239"
DPCERC,1969M10,"618,515"
DPCERC,1969M11,"620,476"
DPCERC,1969M12,"622,768"
DPCERC,1970M01,"628,728"
DPCERC,1970M02,"633,992"
DPCERC,1970M03,"632,334"
DPCERC,1970M04,"636,017"
DPCERC,1970M05,"642,427"
DPCERC,1970M06,"646,268"
DPCERC,1970M07,"648,472"
DPCERC,1970M08,"652,907"
DPCERC,1970M09,"659,068"
DPCERC,1970M10,"658,315"
DPCERC,1970M11,"656,559"
DPCERC,1970M12,"665,608"
DPCERC,1971M01,"676,149"
DPCERC,1971M02,"679,409"
DPCERC,1971M03,"682,000"
DPCERC,1971M04,"688,759"
DPCERC,1971M05,"691,134"
DPCERC,1971M06,"699,781"
DPCERC,1971M07,"698,881"
DPCERC,1971M08,"704,916"
DPCERC,1971M09,"712,999"
DPCERC,1971M10,"715,838"
DPCERC,1971M11,"720,940"
DPCERC,1971M12,"728,438"
DPCERC,1972M01,"731,497"
DPCERC,1972M02,"736,160"
DPCERC,1972M03,"749,188"
DPCERC,1972M04,"752,541"
DPCERC,1972M05,"757,962"
DPCERC,1972M06,"761,589"
DPCERC,1972M07,"769,918"
DPCERC,1972M08,"776,335"
DPCERC,1972M09,"781,143"
DPCERC,1972M10,"794,943"
DPCERC,1972M11,"800,451"
DPCERC,1972M12,"806,112"
DPCERC,1973M01,"816,471"
DPCERC,1973M02,"825,800"
DPCERC,1973M03,"832,750"
DPCERC,1973M04,"835,703"
DPCERC,1973M05,"841,581"
DPCERC,1973M06,"844,298"
DPCERC,1973M07,"854,131"
DPCERC,1973M08,"853,252"
DPCERC,1973M09,"869,246"
DPCERC,1973M10,"868,163"
DPCERC,1973M11,"876,880"
DPCERC,1973M12,"876,619"
DPCERC,1974M01,"884,533"
DPCERC,1974M02,"889,670"
DPCERC,1974M03,"901,400"
DPCERC,1974M04,"910,797"
DPCERC,1974M05,"922,436"
DPCERC,1974M06,"928,033"
DPCERC,1974M07,"937,949"
DPCERC,1974M08,"954,819"
DPCERC,1974M09,"955,059"
DPCERC,1974M10,"959,232"
DPCERC,1974M11,"956,186"
DPCERC,1974M12,"961,818"
DPCERC,1975M01,"975,602"
DPCERC,1975M02,"989,395"
DPCERC,1975M03,"990,575"
DPCERC,1975M04,"995,033"
DPCERC,1975M05,"1,018,937"
DPCERC,1975M06,"1,026,777"
DPCERC,1975M07,"1,039,789"
DPCERC,1975M08,"1,046,958"
DPCERC,1975M09,"1,054,829"
DPCERC,1975M10,"1,060,854"
DPCERC,1975M11,"1,075,758"
DPCERC,1975M12,"1,092,058"
DPCERC,1976M01,"1,107,148"
DPCERC,1976M02,"1,107,695"
DPCERC,1976M03,"1,114,879"
DPCERC,1976M04,"1,125,424"
DPCERC,1976M05,"1,122,700"
DPCERC,1976M06,"1,140,496"
DPCERC,1976M07,"1,149,590"
DPCERC,1976M08,"1,157,982"
DPCERC,1976M09,"1,168,847"
DPCERC,1976M10,"1,176,784"
DPCERC,1976M11,"1,188,960"
DPCERC,1976M12,"1,211,481"
DPCERC,1977M01,"1,214,984"
DPCERC,1977M02,"1,231,325"
DPCERC,1977M03,"1,238,329"
DPCERC,1977M04,"1,247,267"
DPCERC,1977M05,"1,257,068"
DPCERC,1977M06,"1,263,605"
DPCERC,1977M07,"1,280,483"
DPCERC,1977M08,"1,285,687"
DPCERC,1977M09,"1,294,544"
DPCERC,1977M10,"1,311,405"
DPCERC,1977M11,"1,326,983"
DPCERC,1977M12,"1,336,024"
DPCERC,1978M01,"1,329,486"
DPCERC,1978M02,"1,355,131"
DPCERC,1978M03,"1,377,542"
DPCERC,1978M04,"1,396,368"
DPCERC,1978M05,"1,411,964"
DPCERC,1978M06,"1,425,824"
DPCERC,1978M07,"1,426,815"
DPCERC,1978M08,"1,446,954"
DPCERC,1978M09,"1,452,881"
DPCERC,1978M10,"1,466,922"
DPCERC,1978M11,"1,480,617"
DPCERC,1978M12,"1,496,523"
DPCERC,1979M01,"1,502,425"
DPCERC,1979M02,"1,517,821"
DPCERC,1979M03,"1,531,178"
DPCERC,1979M04,"1,538,448"
DPCERC,1979M05,"1,558,800"
DPCERC,1979M06,"1,575,659"
DPCERC,1979M07,"1,586,126"
DPCERC,1979M08,"1,615,572"
DPCERC,1979M09,"1,633,904"
DPCERC,1979M10,"1,641,601"
DPCERC,1979M11,"1,657,250"
DPCERC,1979M12,"1,666,255"
DPCERC,1980M01,"1,697,298"
DPCERC,1980M02,"1,701,393"
DPCERC,1980M03,"1,708,215"
DPCERC,1980M04,"1,695,241"
DPCERC,1980M05,"1,700,079"
DPCERC,1980M06,"1,718,848"
DPCERC,1980M07,"1,747,082"
DPCERC,1980M08,"1,763,778"
DPCERC,1980M09,"1,780,453"
DPCERC,1980M10,"1,817,093"
DPCERC,1980M11,"1,826,815"
DPCERC,1980M12,"1,851,714"
DPCERC,1981M01,"1,870,041"
DPCERC,1981M02,"1,884,239"
DPCERC,1981M03,"1,902,921"
DPCERC,1981M04,"1,904,356"
DPCERC,1981M05,"1,913,765"
DPCERC,1981M06,"1,934,451"
DPCERC,1981M07,"1,942,122"
DPCERC,1981M08,"1,966,640"
DPCERC,1981M09,"1,965,535"
DPCERC,1981M10,"1,963,887"
DPCERC,1981M11,"1,970,646"
DPCERC,1981M12,"1,988,808"
DPCERC,1982M01,"1,997,087"
DPCERC,1982M02,"2,021,248"
DPCERC,1982M03,"2,024,130"
DPCERC,1982M04,"2,026,327"
DPCERC,1982M05,"2,044,491"
DPCERC,1982M06,"2,048,116"
DPCERC,1982M07,"2,072,242"
DPCERC,1982M08,"2,080,123"
DPCERC,1982M09,"2,104,649"
DPCERC,1982M10,"2,125,774"
DPCERC,1982M11,"2,149,261"
DPCERC,1982M12,"2,161,628"
DPCERC,1983M01,"2,173,954"
DPCERC,1983M02,"2,177,039"
DPCERC,1983M03,"2,202,774"
DPCERC,1983M04,"2,226,393"
DPCERC,1983M05,"2,245,902"
DPCERC,1983M06,"2,276,020"
DPCERC,1983M07,"2,304,398"
DPCERC,1983M08,"2,320,429"
DPCERC,1983M09,"2,334,858"
DPCERC,1983M10,"2,357,587"
DPCERC,1983M11,"2,366,269"
DPCERC,1983M12,"2,393,632"
DPCERC,1984M01,"2,419,379"
DPCERC,1984M02,"2,403,535"
DPCERC,1984M03,"2,431,581"
DPCERC,1984M04,"2,457,516"
DPCERC,1984M05,"2,474,478"
DPCERC,1984M06,"2,495,634"
DPCERC,1984M07,"2,494,602"
DPCERC,1984M08,"2,512,193"
DPCERC,1984M09,"2,533,775"
DPCERC,1984M10,"2,531,326"
DPCERC,1984M11,"2,571,438"
DPCERC,1984M12,"2,582,626"
DPCERC,1985M01,"2,618,764"
DPCERC,1985M02,"2,640,778"
DPCERC,1985M03,"2,648,481"
DPCERC,1985M04,"2,659,479"
DPCERC,1985M05,"2,696,421"
DPCERC,1985M06,"2,689,393"
DPCERC,1985M07,"2,715,697"
DPCERC,1985M08,"2,752,098"
DPCERC,1985M09,"2,794,650"
DPCERC,1985M10,"2,755,779"
DPCERC,1985M11,"2,771,148"
DPCERC,1985M12,"2,811,273"
DPCERC,1986M01,"2,827,130"
DPCERC,1986M02,"2,820,196"
DPCERC,1986M03,"2,823,619"
DPCERC,1986M04,"2,835,206"
DPCERC,1986M05,"2,857,488"
DPCERC,1986M06,"2,861,673"
DPCERC,1986M07,"2,881,188"
DPCERC,1986M08,"2,898,579"
DPCERC,1986M09,"2,971,835"
DPCERC,1986M10,"2,932,936"
DPCERC,1986M11,"2,928,413"
DPCERC,1986M12,"2,997,074"
DPCERC,1987M01,"2,935,534"
DPCERC,1987M02,"3,001,715"
DPCERC,1987M03,"3,013,291"
DPCERC,1987M04,"3,038,838"
DPCERC,1987M05,"3,048,401"
DPCERC,1987M06,"3,072,751"
DPCERC,1987M07,"3,094,743"
DPCERC,1987M08,"3,130,801"
DPCERC,1987M09,"3,126,529"
DPCERC,1987M10,"3,134,528"
DPCERC,1987M11,"3,144,166"
DPCERC,1987M12,"3,174,055"
DPCERC,1988M01,"3,213,729"
DPCERC,1988M02,"3,221,419"
DPCERC,1988M03,"3,260,540"
DPCERC,1988M04,"3,262,972"
DPCERC,1988M05,"3,293,642"
DPCERC,1988M06,"3,318,535"
DPCERC,1988M07,"3,342,733"
DPCERC,1988M08,"3,367,972"
DPCERC,1988M09,"3,374,992"
DPCERC,1988M10,"3,413,661"
DPCERC,1988M11,"3,430,226"
DPCERC,1988M12,"3,459,729"
DPCERC,1989M01,"3,483,745"
DPCERC,1989M02,"3,488,011"
DPCERC,1989M03,"3,498,760"
DPCERC,1989M04,"3,542,964"
DPCERC,1989M05,"3,551,782"
DPCERC,1989M06,"3,566,555"
DPCERC,1989M07,"3,585,694"
DPCERC,1989M08,"3,620,641"
DPCERC,1989M09,"3,621,864"
DPCERC,1989M10,"3,633,599"
DPCERC,1989M11,"3,643,294"
DPCERC,1989M12,"3,684,184"
DPCERC,1990M01,"3,730,696"
DPCERC,1990M02,"3,728,233"
DPCERC,1990M03,"3,754,915"
DPCERC,1990M04,"3,769,991"
DPCERC,1990M05,"3,775,774"
DPCERC,1990M06,"3,804,496"
DPCERC,1990M07,"3,821,712"
DPCERC,1990M08,"3,848,288"
DPCERC,1990M09,"3,870,100"
DPCERC,1990M10,"3,870,551"
DPCERC,1990M11,"3,871,877"
DPCERC,1990M12,"3,861,300"
DPCERC,1991M01,"3,840,994"
DPCERC,1991M02,"3,866,693"
DPCERC,1991M03,"3,912,999"
DPCERC,1991M04,"3,907,079"
DPCERC,1991M05,"3,933,221"
DPCERC,1991M06,"3,940,495"
DPCERC,1991M07,"3,965,995"
DPCERC,1991M08,"3,969,105"
DPCERC,1991M09,"3,984,708"
DPCERC,1991M10,"3,976,045"
DPCERC,1991M11,"4,003,572"
DPCERC,1991M12,"4,020,479"
DPCERC,1992M01,"4,084,653"
DPCERC,1992M02,"4,099,539"
DPCERC,1992M03,"4,117,009"
DPCERC,1992M04,"4,131,544"
DPCERC,1992M05,"4,158,382"
DPCERC,1992M06,"4,177,056"
DPCERC,1992M07,"4,204,795"
DPCERC,1992M08,"4,220,850"
DPCERC,1992M09,"4,255,267"
DPCERC,1992M10,"4,284,729"
DPCERC,1992M11,"4,300,488"
DPCERC,1992M12,"4,336,398"
DPCERC,1993M01,"4,340,707"
DPCERC,1993M02,"4,355,340"
DPCERC,1993M03,"4,352,498"
DPCERC,1993M04,"4,393,413"
DPCERC,1993M05,"4,422,366"
DPCERC,1993M06,"4,439,965"
DPCERC,1993M07,"4,468,940"
DPCERC,1993M08,"4,481,096"
DPCERC,1993M09,"4,511,530"
DPCERC,1993M10,"4,532,758"
DPCERC,1993M11,"4,554,053"
DPCERC,1993M12,"4,571,141"
DPCERC,1994M01,"4,585,136"
DPCERC,1994M02,"4,632,580"
DPCERC,1994M03,"4,645,953"
DPCERC,1994M04,"4,671,080"
DPCERC,1994M05,"4,669,499"
DPCERC,1994M06,"4,708,909"
DPCERC,1994M07,"4,720,620"
DPCERC,1994M08,"4,762,623"
DPCERC,1994M09,"4,775,041"
DPCERC,1994M10,"4,812,888"
DPCERC,1994M11,"4,825,640"
DPCERC,1994M12,"4,841,610"
DPCERC,1995M01,"4,851,170"
DPCERC,1995M02,"4,850,763"
DPCERC,1995M03,"4,885,374"
DPCERC,1995M04,"4,890,197"
DPCERC,1995M05,"4,933,127"
DPCERC,1995M06,"4,977,503"
DPCERC,1995M07,"4,970,175"
DPCERC,1995M08,"5,005,318"
DPCERC,1995M09,"5,020,492"
DPCERC,1995M10,"5,013,903"
DPCERC,1995M11,"5,055,565"
DPCERC,1995M12,"5,097,498"
DPCERC,1996M01,"5,085,738"
DPCERC,1996M02,"5,132,843"
DPCERC,1996M03,"5,173,265"
DPCERC,1996M04,"5,207,961"
DPCERC,1996M05,"5,223,759"
DPCERC,1996M06,"5,229,777"
DPCERC,1996M07,"5,251,905"
DPCERC,1996M08,"5,275,019"
DPCERC,1996M09,"5,296,591"
DPCERC,1996M10,"5,328,454"
DPCERC,1996M11,"5,351,191"
DPCERC,1996M12,"5,378,645"
DPCERC,1997M01,"5,411,132"
DPCERC,1997M02,"5,433,958"
DPCERC,1997M03,"5,454,224"
DPCERC,1997M04,"5,459,332"
DPCERC,1997M05,"5,460,234"
DPCERC,1997M06,"5,494,236"
DPCERC,1997M07,"5,548,827"
DPCERC,1997M08,"5,587,042"
DPCERC,1997M09,"5,601,667"
DPCERC,1997M10,"5,637,666"
DPCERC,1997M11,"5,661,056"
DPCERC,1997M12,"5,692,107"
DPCERC,1998M01,"5,689,906"
DPCERC,1998M02,"5,723,833"
DPCERC,1998M03,"5,750,287"
DPCERC,1998M04,"5,788,053"
DPCERC,1998M05,"5,837,943"
DPCERC,1998M06,"5,871,702"
DPCERC,1998M07,"5,889,962"
DPCERC,1998M08,"5,924,994"
DPCERC,1998M09,"5,965,584"
DPCERC,1998M10,"5,998,823"
DPCERC,1998M11,"6,015,365"
DPCERC,1998M12,"6,070,526"
DPCERC,1999M01,"6,073,864"
DPCERC,1999M02,"6,099,229"
DPCERC,1999M03,"6,133,027"
DPCERC,1999M04,"6,199,523"
DPCERC,1999M05,"6,232,102"
DPCERC,1999M06,"6,260,300"
DPCERC,1999M07,"6,287,552"
DPCERC,1999M08,"6,331,887"
DPCERC,1999M09,"6,386,490"
DPCERC,1999M10,"6,411,379"
DPCERC,1999M11,"6,448,690"
DPCERC,1999M12,"6,541,049"
DPCERC,2000M01,"6,542,870"
DPCERC,2000M02,"6,625,259"
