%SeriesCode,Period,Value
DRCARC,1998M01,"216,575"
DRCARC,1998M02,"215,670"
DRCARC,1998M03,"216,742"
DRCARC,1998M04,"217,461"
DRCARC,1998M05,"217,252"
DRCARC,1998M06,"218,392"
DRCARC,1998M07,"220,139"
DRCARC,1998M08,"222,159"
DRCARC,1998M09,"222,450"
DRCARC,1998M10,"224,178"
DRCARC,1998M11,"225,067"
DRCARC,1998M12,"226,366"
DRCARC,1999M01,"226,967"
DRCARC,1999M02,"228,882"
DRCARC,1999M03,"231,135"
DRCARC,1999M04,"234,057"
DRCARC,1999M05,"233,970"
DRCARC,1999M06,"236,276"
DRCARC,1999M07,"238,640"
DRCARC,1999M08,"241,122"
DRCARC,1999M09,"245,305"
DRCARC,1999M10,"245,374"
DRCARC,1999M11,"247,376"
DRCARC,1999M12,"247,560"
DRCARC,2000M01,"246,052"
DRCARC,2000M02,"249,103"
DRCARC,2000M03,"252,564"
DRCARC,2000M04,"252,812"
DRCARC,2000M05,"252,812"
DRCARC,2000M06,"253,832"
DRCARC,2000M07,"258,232"
DRCARC,2000M08,"256,093"
DRCARC,2000M09,"256,724"
DRCARC,2000M10,"257,506"
DRCARC,2000M11,"259,192"
DRCARC,2000M12,"257,759"
DRCARC,2001M01,"263,733"
DRCARC,2001M02,"261,147"
DRCARC,2001M03,"261,768"
DRCARC,2001M04,"261,630"
DRCARC,2001M05,"262,965"
DRCARC,2001M06,"261,272"
DRCARC,2001M07,"262,741"
DRCARC,2001M08,"264,041"
DRCARC,2001M09,"258,323"
DRCARC,2001M10,"260,791"
DRCARC,2001M11,"264,097"
DRCARC,2001M12,"264,974"
DRCARC,2002M01,"266,147"
DRCARC,2002M02,"266,508"
DRCARC,2002M03,"267,060"
DRCARC,2002M04,"270,641"
DRCARC,2002M05,"270,467"
DRCARC,2002M06,"267,913"
DRCARC,2002M07,"270,435"
DRCARC,2002M08,"271,715"
DRCARC,2002M09,"274,227"
DRCARC,2002M10,"276,003"
DRCARC,2002M11,"275,769"
DRCARC,2002M12,"279,951"
DRCARC,2003M01,"278,643"
DRCARC,2003M02,"278,193"
DRCARC,2003M03,"281,207"
DRCARC,2003M04,"281,357"
DRCARC,2003M05,"285,655"
DRCARC,2003M06,"287,467"
DRCARC,2003M07,"289,346"
DRCARC,2003M08,"292,807"
DRCARC,2003M09,"294,451"
DRCARC,2003M10,"297,113"
DRCARC,2003M11,"298,399"
DRCARC,2003M12,"301,740"
DRCARC,2004M01,"303,886"
DRCARC,2004M02,"306,730"
DRCARC,2004M03,"310,617"
DRCARC,2004M04,"309,655"
DRCARC,2004M05,"307,590"
DRCARC,2004M06,"310,750"
DRCARC,2004M07,"311,233"
DRCARC,2004M08,"313,175"
DRCARC,2004M09,"315,161"
DRCARC,2004M10,"315,113"
DRCARC,2004M11,"316,892"
DRCARC,2004M12,"316,941"
DRCARC,2005M01,"317,501"
DRCARC,2005M02,"322,850"
DRCARC,2005M03,"324,623"
DRCARC,2005M04,"324,063"
DRCARC,2005M05,"325,763"
DRCARC,2005M06,"327,196"
DRCARC,2005M07,"327,198"
DRCARC,2005M08,"329,623"
DRCARC,2005M09,"330,359"
DRCARC,2005M10,"334,822"
DRCARC,2005M11,"337,623"
DRCARC,2005M12,"335,865"
DRCARC,2006M01,"342,915"
DRCARC,2006M02,"341,461"
DRCARC,2006M03,"343,244"
DRCARC,2006M04,"346,313"
DRCARC,2006M05,"347,768"
DRCARC,2006M06,"347,855"
DRCARC,2006M07,"349,985"
DRCARC,2006M08,"352,542"
DRCARC,2006M09,"354,564"
DRCARC,2006M10,"357,338"
DRCARC,2006M11,"365,162"
DRCARC,2006M12,"366,190"
DRCARC,2007M01,"365,970"
DRCARC,2007M02,"366,387"
DRCARC,2007M03,"371,341"
DRCARC,2007M04,"369,989"
DRCARC,2007M05,"374,938"
DRCARC,2007M06,"373,743"
DRCARC,2007M07,"377,768"
DRCARC,2007M08,"377,460"
DRCARC,2007M09,"378,825"
DRCARC,2007M10,"382,376"
DRCARC,2007M11,"381,276"
DRCARC,2007M12,"387,054"
DRCARC,2008M01,"386,138"
DRCARC,2008M02,"385,546"
DRCARC,2008M03,"386,225"
DRCARC,2008M04,"388,824"
DRCARC,2008M05,"391,644"
DRCARC,2008M06,"393,916"
DRCARC,2008M07,"394,312"
DRCARC,2008M08,"391,936"
DRCARC,2008M09,"389,213"
DRCARC,2008M10,"388,741"
DRCARC,2008M11,"387,136"
DRCARC,2008M12,"385,201"
DRCARC,2009M01,"389,763"
DRCARC,2009M02,"388,656"
DRCARC,2009M03,"383,869"
DRCARC,2009M04,"383,732"
DRCARC,2009M05,"382,434"
DRCARC,2009M06,"385,406"
DRCARC,2009M07,"387,569"
DRCARC,2009M08,"390,587"
DRCARC,2009M09,"392,278"
DRCARC,2009M10,"390,620"
DRCARC,2009M11,"393,590"
DRCARC,2009M12,"392,288"
DRCARC,2010M01,"392,529"
DRCARC,2010M02,"395,220"
DRCARC,2010M03,"397,796"
DRCARC,2010M04,"402,843"
DRCARC,2010M05,"402,968"
DRCARC,2010M06,"404,336"
DRCARC,2010M07,"409,041"
DRCARC,2010M08,"409,412"
DRCARC,2010M09,"408,116"
DRCARC,2010M10,"409,833"
DRCARC,2010M11,"409,298"
DRCARC,2010M12,"403,523"
DRCARC,2011M01,"402,110"
DRCARC,2011M02,"404,029"
DRCARC,2011M03,"406,233"
DRCARC,2011M04,"407,180"
DRCARC,2011M05,"409,564"
DRCARC,2011M06,"412,210"
DRCARC,2011M07,"412,638"
DRCARC,2011M08,"411,759"
DRCARC,2011M09,"413,193"
DRCARC,2011M10,"409,298"
DRCARC,2011M11,"410,006"
DRCARC,2011M12,"409,959"
DRCARC,2012M01,"418,276"
DRCARC,2012M02,"420,350"
DRCARC,2012M03,"421,984"
DRCARC,2012M04,"424,188"
DRCARC,2012M05,"427,614"
DRCARC,2012M06,"433,430"
DRCARC,2012M07,"434,370"
DRCARC,2012M08,"430,283"
DRCARC,2012M09,"435,518"
DRCARC,2012M10,"439,217"
DRCARC,2012M11,"440,982"
DRCARC,2012M12,"443,021"
DRCARC,2013M01,"442,864"
DRCARC,2013M02,"446,391"
DRCARC,2013M03,"442,973"
DRCARC,2013M04,"440,371"
DRCARC,2013M05,"444,317"
DRCARC,2013M06,"443,929"
DRCARC,2013M07,"448,949"
DRCARC,2013M08,"454,128"
DRCARC,2013M09,"451,126"
DRCARC,2013M10,"451,372"
DRCARC,2013M11,"458,129"
DRCARC,2013M12,"459,336"
DRCARC,2014M01,"460,654"
DRCARC,2014M02,"466,516"
DRCARC,2014M03,"467,667"
DRCARC,2014M04,"463,363"
DRCARC,2014M05,"464,939"
DRCARC,2014M06,"465,718"
DRCARC,2014M07,"468,618"
DRCARC,2014M08,"479,757"
DRCARC,2014M09,"473,180"
DRCARC,2014M10,"480,444"
DRCARC,2014M11,"479,096"
DRCARC,2014M12,"482,959"
DRCARC,2015M01,"489,482"
DRCARC,2015M02,"487,624"
DRCARC,2015M03,"486,574"
DRCARC,2015M04,"494,350"
DRCARC,2015M05,"499,097"
DRCARC,2015M06,"498,070"
DRCARC,2015M07,"497,588"
DRCARC,2015M08,"498,712"
DRCARC,2015M09,"503,398"
DRCARC,2015M10,"508,768"
DRCARC,2015M11,"513,346"
DRCARC,2015M12,"519,255"
DRCARC,2016M01,"518,628"
DRCARC,2016M02,"522,765"
DRCARC,2016M03,"516,634"
DRCARC,2016M04,"520,715"
DRCARC,2016M05,"521,322"
DRCARC,2016M06,"524,389"
DRCARC,2016M07,"532,635"
DRCARC,2016M08,"530,092"
DRCARC,2016M09,"535,061"
DRCARC,2016M10,"538,101"
DRCARC,2016M11,"539,777"
DRCARC,2016M12,"542,209"
DRCARC,2017M01,"550,726"
DRCARC,2017M02,"552,178"
DRCARC,2017M03,"558,795"
DRCARC,2017M04,"556,277"
DRCARC,2017M05,"555,519"
DRCARC,2017M06,"556,361"
DRCARC,2017M07,"560,042"
DRCARC,2017M08,"555,938"
DRCARC,2017M09,"551,008"
DRCARC,2017M10,"550,481"
DRCARC,2017M11,"555,366"
DRCARC,2017M12,"559,961"
DRCARC,2018M01,"564,984"
DRCARC,2018M02,"574,796"
DRCARC,2018M03,"571,841"
DRCARC,2018M04,"572,536"
DRCARC,2018M05,"572,212"
DRCARC,2018M06,"576,562"
DRCARC,2018M07,"577,186"
DRCARC,2018M08,"580,860"
DRCARC,2018M09,"581,342"
DRCARC,2018M10,"577,830"
DRCARC,2018M11,"577,269"
DRCARC,2018M12,"583,403"
DRCARC,2019M01,"580,802"
DRCARC,2019M02,"582,413"
DRCARC,2019M03,"592,690"
DRCARC,2019M04,"592,518"
DRCARC,2019M05,"592,545"
DRCARC,2019M06,"597,821"
DRCARC,2019M07,"596,595"
DRCARC,2019M08,"603,270"
DRCARC,2019M09,"601,056"
DRCARC,2019M10,"606,395"
DRCARC,2019M11,"610,593"
DRCARC,2019M12,"609,811"
DRCARC,2020M01,"612,052"
DRCARC,2020M02,"602,829"
DRCARC,2020M03,"474,888"
DRCARC,2020M04,"338,028"
DRCARC,2020M05,"359,266"
DRCARC,2020M06,"448,066"
DRCARC,2020M07,"449,657"
DRCARC,2020M08,"459,224"
DRCARC,2020M09,"476,459"
DRCARC,2020M10,"480,035"
DRCARC,2020M11,"473,620"
DRCARC,2020M12,"468,361"
DRCARC,2021M01,"495,763"
DRCARC,2021M02,"496,435"
DRCARC,2021M03,"527,096"
DRCARC,2021M04,"548,657"
DRCARC,2021M05,"560,885"
DRCARC,2021M06,"571,077"
DRCARC,2021M07,"595,637"
DRCARC,2021M08,"596,519"
DRCARC,2021M09,"617,196"
DRCARC,2021M10,"633,932"
DRCARC,2021M11,"640,043"
DRCARC,2021M12,"638,077"
DRCARC,2022M01,"626,402"
DRCARC,2022M02,"636,935"
DRCARC,2022M03,"656,260"
DRCARC,2022M04,"666,415"
DRCARC,2022M05,"675,820"
DRCARC,2022M06,"681,457"
DRCARC,2022M07,"683,325"
DRCARC,2022M08,"683,887"
DRCARC,2022M09,"691,896"
DRCARC,2022M10,"703,831"
DRCARC,2022M11,"710,919"
DRCARC,2022M12,"710,430"
DRCARC,2023M01,"722,935"
DRCARC,2023M02,"724,882"
DRCARC,2023M03,"726,050"
DRCARC,2023M04,"733,374"
DRCARC,2023M05,"729,104"
DRCARC,2023M06,"745,012"
DRCARC,2023M07,"750,269"
DRCARC,2023M08,"745,574"
DRCARC,2023M09,"743,903"
DRCARC,2023M10,"745,086"
DRCARC,2023M11,"749,095"
DRCARC,2023M12,"756,610"
DRCARC,2024M01,"751,043"
DRCARC,2024M02,"767,321"
DRCARC,2024M03,"770,989"
DRCARC,2024M04,"767,713"
DRCARC,2024M05,"768,000"
DRCARC,2024M06,"771,715"
DRCARC,2024M07,"773,003"
DRCARC,2024M08,"780,757"
DRCARC,2024M09,"780,947"
DRCARC,2024M10,"786,558"
DRCARC,2024M11,"801,069"
DRCARC,2024M12,"805,469"
DRCARC,2025M01,"804,061"
DRCARC,2025M02,"795,342"
DRCARC,2025M03,"799,833"
DRCARC,2025M04,"807,377"
DRCARC,2025M05,"813,927"
DRCARC,2025M06,"813,187"
DRCARC,2025M07,"819,409"
DRCARC,2025M08,"828,082"
DRCARC,2025M09,"827,739"
DRCARC,2025M10,"833,611"
DRCARC,2025M11,"833,602"
DRCARC,2025M12,"854,407"
DRCARC,2026M01,"854,609"
DRCARC,2026M02,"847,949"
DRCARC,2026M03,"851,358"
DRCARC,2026M04,"862,667"
DRCARC,2026M05,"867,540"
DRCARC,2026M06,"877,620"
DRCARC,2026M07,"877,882"
DSERRC,1959M01,"138,680"
DSERRC,1959M02,"139,959"
DSERRC,1959M03,"140,540"
DSERRC,1959M04,"141,513"
DSERRC,1959M05,"142,804"
DSERRC,1959M06,"144,348"
DSERRC,1959M07,"145,080"
DSERRC,1959M08,"146,096"
DSERRC,1959M09,"147,429"
DSERRC,1959M10,"148,251"
DSERRC,1959M11,"149,182"
DSERRC,1959M12,"150,399"
DSERRC,1960M01,"150,762"
DSERRC,1960M02,"151,224"
DSERRC,1960M03,"151,924"
DSERRC,1960M04,"153,272"
DSERRC,1960M05,"154,038"
DSERRC,1960M06,"154,129"
DSERRC,1960M07,"154,325"
DSERRC,1960M08,"154,422"
DSERRC,1960M09,"155,121"
DSERRC,1960M10,"156,117"
DSERRC,1960M11,"157,201"
DSERRC,1960M12,"157,444"
DSERRC,1961M01,"158,260"
DSERRC,1961M02,"158,508"
DSERRC,1961M03,"159,868"
DSERRC,1961M04,"161,008"
DSERRC,1961M05,"162,120"
DSERRC,1961M06,"162,545"
DSERRC,1961M07,"162,517"
DSERRC,1961M08,"162,862"
DSERRC,1961M09,"164,090"
DSERRC,1961M10,"165,564"
DSERRC,1961M11,"166,859"
DSERRC,1961M12,"167,805"
DSERRC,1962M01,"168,474"
DSERRC,1962M02,"169,183"
DSERRC,1962M03,"170,205"
DSERRC,1962M04,"171,601"
DSERRC,1962M05,"172,959"
DSERRC,1962M06,"173,438"
DSERRC,1962M07,"174,015"
DSERRC,1962M08,"174,661"
DSERRC,1962M09,"175,742"
DSERRC,1962M10,"176,536"
DSERRC,1962M11,"177,925"
DSERRC,1962M12,"178,322"
DSERRC,1963M01,"178,602"
DSERRC,1963M02,"179,138"
DSERRC,1963M03,"179,969"
DSERRC,1963M04,"180,999"
DSERRC,1963M05,"181,374"
DSERRC,1963M06,"182,810"
DSERRC,1963M07,"184,253"
DSERRC,1963M08,"185,729"
DSERRC,1963M09,"186,598"
DSERRC,1963M10,"187,903"
DSERRC,1963M11,"188,861"
DSERRC,1963M12,"190,328"
DSERRC,1964M01,"191,646"
DSERRC,1964M02,"192,774"
DSERRC,1964M03,"194,386"
DSERRC,1964M04,"195,251"
DSERRC,1964M05,"196,480"
DSERRC,1964M06,"198,082"
DSERRC,1964M07,"198,954"
DSERRC,1964M08,"200,058"
DSERRC,1964M09,"201,491"
DSERRC,1964M10,"202,517"
DSERRC,1964M11,"203,832"
DSERRC,1964M12,"205,082"
DSERRC,1965M01,"206,126"
DSERRC,1965M02,"207,070"
DSERRC,1965M03,"207,910"
DSERRC,1965M04,"209,722"
DSERRC,1965M05,"211,149"
DSERRC,1965M06,"212,299"
DSERRC,1965M07,"213,719"
DSERRC,1965M08,"214,961"
DSERRC,1965M09,"216,426"
DSERRC,1965M10,"218,360"
DSERRC,1965M11,"220,200"
DSERRC,1965M12,"221,633"
DSERRC,1966M01,"222,412"
DSERRC,1966M02,"223,591"
DSERRC,1966M03,"225,187"
DSERRC,1966M04,"226,796"
DSERRC,1966M05,"228,249"
DSERRC,1966M06,"229,646"
DSERRC,1966M07,"231,292"
DSERRC,1966M08,"231,792"
DSERRC,1966M09,"233,509"
DSERRC,1966M10,"234,932"
DSERRC,1966M11,"237,092"
DSERRC,1966M12,"239,096"
DSERRC,1967M01,"240,258"
DSERRC,1967M02,"240,404"
DSERRC,1967M03,"241,860"
DSERRC,1967M04,"243,405"
DSERRC,1967M05,"244,719"
DSERRC,1967M06,"246,736"
DSERRC,1967M07,"248,580"
DSERRC,1967M08,"250,397"
DSERRC,1967M09,"251,747"
DSERRC,1967M10,"252,941"
DSERRC,1967M11,"254,524"
DSERRC,1967M12,"256,765"
DSERRC,1968M01,"259,909"
DSERRC,1968M02,"261,194"
DSERRC,1968M03,"264,604"
DSERRC,1968M04,"266,818"
DSERRC,1968M05,"268,498"
DSERRC,1968M06,"272,168"
DSERRC,1968M07,"273,657"
DSERRC,1968M08,"275,644"
DSERRC,1968M09,"277,906"
DSERRC,1968M10,"279,997"
DSERRC,1968M11,"282,255"
DSERRC,1968M12,"284,181"
DSERRC,1969M01,"286,067"
DSERRC,1969M02,"288,631"
DSERRC,1969M03,"289,784"
DSERRC,1969M04,"292,660"
DSERRC,1969M05,"296,257"
DSERRC,1969M06,"298,102"
DSERRC,1969M07,"299,452"
DSERRC,1969M08,"301,947"
DSERRC,1969M09,"304,631"
DSERRC,1969M10,"307,886"
DSERRC,1969M11,"310,502"
DSERRC,1969M12,"311,608"
DSERRC,1970M01,"314,943"
DSERRC,1970M02,"318,990"
DSERRC,1970M03,"318,835"
DSERRC,1970M04,"321,366"
DSERRC,1970M05,"324,094"
DSERRC,1970M06,"326,589"
DSERRC,1970M07,"328,791"
DSERRC,1970M08,"331,448"
DSERRC,1970M09,"335,027"
DSERRC,1970M10,"336,058"
DSERRC,1970M11,"337,947"
DSERRC,1970M12,"341,079"
DSERRC,1971M01,"342,405"
DSERRC,1971M02,"345,711"
DSERRC,1971M03,"347,803"
DSERRC,1971M04,"350,394"
DSERRC,1971M05,"353,671"
DSERRC,1971M06,"356,149"
DSERRC,1971M07,"358,667"
DSERRC,1971M08,"362,347"
DSERRC,1971M09,"364,182"
DSERRC,1971M10,"367,388"
DSERRC,1971M11,"369,691"
DSERRC,1971M12,"375,449"
DSERRC,1972M01,"377,742"
DSERRC,1972M02,"380,278"
DSERRC,1972M03,"385,593"
DSERRC,1972M04,"387,485"
DSERRC,1972M05,"388,067"
DSERRC,1972M06,"391,437"
DSERRC,1972M07,"395,311"
DSERRC,1972M08,"398,508"
DSERRC,1972M09,"400,552"
DSERRC,1972M10,"405,170"
DSERRC,1972M11,"409,186"
DSERRC,1972M12,"412,729"
DSERRC,1973M01,"414,658"
DSERRC,1973M02,"417,718"
DSERRC,1973M03,"420,843"
DSERRC,1973M04,"423,853"
DSERRC,1973M05,"427,596"
DSERRC,1973M06,"432,091"
DSERRC,1973M07,"434,104"
DSERRC,1973M08,"437,162"
DSERRC,1973M09,"443,214"
DSERRC,1973M10,"445,529"
DSERRC,1973M11,"448,696"
DSERRC,1973M12,"449,807"
DSERRC,1974M01,"452,792"
DSERRC,1974M02,"455,630"
DSERRC,1974M03,"460,666"
DSERRC,1974M04,"466,533"
DSERRC,1974M05,"471,892"
DSERRC,1974M06,"477,042"
DSERRC,1974M07,"480,157"
DSERRC,1974M08,"485,202"
DSERRC,1974M09,"490,493"
DSERRC,1974M10,"496,714"
DSERRC,1974M11,"499,276"
DSERRC,1974M12,"507,077"
DSERRC,1975M01,"511,615"
DSERRC,1975M02,"518,533"
DSERRC,1975M03,"521,444"
DSERRC,1975M04,"526,833"
DSERRC,1975M05,"532,030"
DSERRC,1975M06,"537,259"
DSERRC,1975M07,"541,157"
DSERRC,1975M08,"544,100"
DSERRC,1975M09,"548,063"
DSERRC,1975M10,"557,124"
DSERRC,1975M11,"562,136"
DSERRC,1975M12,"570,257"
DSERRC,1976M01,"576,658"
DSERRC,1976M02,"577,526"
DSERRC,1976M03,"583,339"
DSERRC,1976M04,"586,542"
DSERRC,1976M05,"590,126"
DSERRC,1976M06,"595,044"
DSERRC,1976M07,"601,970"
DSERRC,1976M08,"608,343"
DSERRC,1976M09,"614,748"
DSERRC,1976M10,"618,525"
DSERRC,1976M11,"627,480"
DSERRC,1976M12,"636,031"
DSERRC,1977M01,"642,668"
DSERRC,1977M02,"649,516"
DSERRC,1977M03,"651,260"
DSERRC,1977M04,"656,365"
DSERRC,1977M05,"663,869"
DSERRC,1977M06,"668,927"
DSERRC,1977M07,"678,935"
DSERRC,1977M08,"682,510"
DSERRC,1977M09,"687,564"
DSERRC,1977M10,"695,501"
DSERRC,1977M11,"699,714"
DSERRC,1977M12,"706,268"
DSERRC,1978M01,"714,042"
DSERRC,1978M02,"725,391"
DSERRC,1978M03,"735,002"
DSERRC,1978M04,"744,060"
DSERRC,1978M05,"749,277"
DSERRC,1978M06,"757,822"
DSERRC,1978M07,"760,835"
DSERRC,1978M08,"770,802"
DSERRC,1978M09,"777,933"
DSERRC,1978M10,"784,729"
DSERRC,1978M11,"788,838"
DSERRC,1978M12,"795,499"
DSERRC,1979M01,"802,941"
DSERRC,1979M02,"809,508"
DSERRC,1979M03,"815,369"
DSERRC,1979M04,"826,679"
DSERRC,1979M05,"835,034"
DSERRC,1979M06,"844,691"
DSERRC,1979M07,"848,797"
DSERRC,1979M08,"860,006"
DSERRC,1979M09,"866,963"
DSERRC,1979M10,"879,550"
DSERRC,1979M11,"887,186"
DSERRC,1979M12,"893,061"
DSERRC,1980M01,"903,513"
DSERRC,1980M02,"908,250"
DSERRC,1980M03,"919,140"
DSERRC,1980M04,"917,722"
DSERRC,1980M05,"925,128"
DSERRC,1980M06,"937,826"
DSERRC,1980M07,"950,067"
DSERRC,1980M08,"960,441"
DSERRC,1980M09,"975,219"
DSERRC,1980M10,"992,781"
DSERRC,1980M11,"1,001,368"
DSERRC,1980M12,"1,019,033"
DSERRC,1981M01,"1,020,359"
DSERRC,1981M02,"1,022,606"
DSERRC,1981M03,"1,033,963"
DSERRC,1981M04,"1,041,180"
DSERRC,1981M05,"1,053,437"
DSERRC,1981M06,"1,066,602"
DSERRC,1981M07,"1,070,402"
DSERRC,1981M08,"1,076,483"
DSERRC,1981M09,"1,084,256"
DSERRC,1981M10,"1,093,207"
DSERRC,1981M11,"1,100,008"
DSERRC,1981M12,"1,112,488"
DSERRC,1982M01,"1,118,830"
DSERRC,1982M02,"1,128,541"
DSERRC,1982M03,"1,136,216"
DSERRC,1982M04,"1,143,969"
DSERRC,1982M05,"1,149,083"
DSERRC,1982M06,"1,162,040"
DSERRC,1982M07,"1,171,923"
DSERRC,1982M08,"1,184,526"
DSERRC,1982M09,"1,195,087"
DSERRC,1982M10,"1,215,190"
DSERRC,1982M11,"1,226,213"
DSERRC,1982M12,"1,231,973"
DSERRC,1983M01,"1,250,587"
DSERRC,1983M02,"1,257,332"
DSERRC,1983M03,"1,268,116"
DSERRC,1983M04,"1,279,366"
DSERRC,1983M05,"1,284,337"
DSERRC,1983M06,"1,296,716"
DSERRC,1983M07,"1,314,692"
DSERRC,1983M08,"1,331,060"
DSERRC,1983M09,"1,341,538"
DSERRC,1983M10,"1,350,118"
DSERRC,1983M11,"1,353,882"
DSERRC,1983M12,"1,366,114"
DSERRC,1984M01,"1,372,040"
DSERRC,1984M02,"1,373,318"
DSERRC,1984M03,"1,395,451"
DSERRC,1984M04,"1,404,917"
DSERRC,1984M05,"1,413,147"
DSERRC,1984M06,"1,418,633"
DSERRC,1984M07,"1,432,896"
DSERRC,1984M08,"1,450,596"
DSERRC,1984M09,"1,457,155"
DSERRC,1984M10,"1,459,541"
DSERRC,1984M11,"1,476,319"
DSERRC,1984M12,"1,489,666"
DSERRC,1985M01,"1,516,242"
DSERRC,1985M02,"1,530,170"
DSERRC,1985M03,"1,530,436"
DSERRC,1985M04,"1,539,769"
DSERRC,1985M05,"1,558,208"
DSERRC,1985M06,"1,569,285"
DSERRC,1985M07,"1,584,143"
DSERRC,1985M08,"1,600,619"
DSERRC,1985M09,"1,606,876"
DSERRC,1985M10,"1,610,573"
DSERRC,1985M11,"1,615,128"
DSERRC,1985M12,"1,641,207"
DSERRC,1986M01,"1,641,322"
DSERRC,1986M02,"1,654,162"
DSERRC,1986M03,"1,662,830"
DSERRC,1986M04,"1,669,807"
DSERRC,1986M05,"1,674,678"
DSERRC,1986M06,"1,685,654"
DSERRC,1986M07,"1,693,691"
DSERRC,1986M08,"1,695,736"
DSERRC,1986M09,"1,711,928"
DSERRC,1986M10,"1,719,729"
DSERRC,1986M11,"1,733,210"
DSERRC,1986M12,"1,745,065"
DSERRC,1987M01,"1,752,910"
DSERRC,1987M02,"1,768,963"
DSERRC,1987M03,"1,781,028"
DSERRC,1987M04,"1,792,233"
DSERRC,1987M05,"1,802,031"
DSERRC,1987M06,"1,811,580"
DSERRC,1987M07,"1,825,047"
DSERRC,1987M08,"1,839,428"
DSERRC,1987M09,"1,844,005"
DSERRC,1987M10,"1,867,301"
DSERRC,1987M11,"1,870,580"
DSERRC,1987M12,"1,884,677"
DSERRC,1988M01,"1,911,257"
DSERRC,1988M02,"1,920,080"
DSERRC,1988M03,"1,937,873"
DSERRC,1988M04,"1,946,061"
DSERRC,1988M05,"1,964,598"
DSERRC,1988M06,"1,984,201"
DSERRC,1988M07,"2,005,703"
DSERRC,1988M08,"2,026,200"
DSERRC,1988M09,"2,030,295"
DSERRC,1988M10,"2,051,931"
DSERRC,1988M11,"2,060,415"
DSERRC,1988M12,"2,073,822"
DSERRC,1989M01,"2,084,984"
DSERRC,1989M02,"2,106,258"
DSERRC,1989M03,"2,112,345"
DSERRC,1989M04,"2,121,964"
DSERRC,1989M05,"2,133,965"
DSERRC,1989M06,"2,142,093"
DSERRC,1989M07,"2,155,707"
DSERRC,1989M08,"2,166,913"
DSERRC,1989M09,"2,179,802"
DSERRC,1989M10,"2,196,708"
DSERRC,1989M11,"2,204,590"
DSERRC,1989M12,"2,230,110"
DSERRC,1990M01,"2,228,979"
DSERRC,1990M02,"2,246,572"
DSERRC,1990M03,"2,269,594"
DSERRC,1990M04,"2,287,815"
DSERRC,1990M05,"2,303,050"
DSERRC,1990M06,"2,321,616"
DSERRC,1990M07,"2,334,307"
DSERRC,1990M08,"2,354,806"
DSERRC,1990M09,"2,360,957"
DSERRC,1990M10,"2,368,096"
DSERRC,1990M11,"2,365,689"
DSERRC,1990M12,"2,370,835"
DSERRC,1991M01,"2,375,331"
DSERRC,1991M02,"2,388,849"
DSERRC,1991M03,"2,398,983"
DSERRC,1991M04,"2,415,429"
DSERRC,1991M05,"2,432,933"
DSERRC,1991M06,"2,441,393"
DSERRC,1991M07,"2,455,457"
DSERRC,1991M08,"2,462,956"
DSERRC,1991M09,"2,475,211"
DSERRC,1991M10,"2,483,461"
DSERRC,1991M11,"2,503,613"
DSERRC,1991M12,"2,518,558"
DSERRC,1992M01,"2,549,092"
DSERRC,1992M02,"2,559,660"
DSERRC,1992M03,"2,590,905"
DSERRC,1992M04,"2,598,231"
DSERRC,1992M05,"2,608,025"
DSERRC,1992M06,"2,616,103"
DSERRC,1992M07,"2,641,332"
DSERRC,1992M08,"2,647,670"
DSERRC,1992M09,"2,672,486"
DSERRC,1992M10,"2,688,125"
DSERRC,1992M11,"2,714,899"
DSERRC,1992M12,"2,724,968"
DSERRC,1993M01,"2,724,073"
DSERRC,1993M02,"2,749,721"
DSERRC,1993M03,"2,753,808"
DSERRC,1993M04,"2,767,989"
DSERRC,1993M05,"2,778,716"
DSERRC,1993M06,"2,806,532"
DSERRC,1993M07,"2,818,483"
DSERRC,1993M08,"2,839,167"
DSERRC,1993M09,"2,856,419"
DSERRC,1993M10,"2,863,734"
DSERRC,1993M11,"2,872,678"
DSERRC,1993M12,"2,884,325"
DSERRC,1994M01,"2,895,567"
DSERRC,1994M02,"2,921,518"
DSERRC,1994M03,"2,929,578"
DSERRC,1994M04,"2,937,983"
DSERRC,1994M05,"2,956,679"
DSERRC,1994M06,"2,974,382"
DSERRC,1994M07,"2,979,257"
DSERRC,1994M08,"2,995,654"
DSERRC,1994M09,"3,006,698"
DSERRC,1994M10,"3,022,152"
DSERRC,1994M11,"3,031,403"
DSERRC,1994M12,"3,042,062"
DSERRC,1995M01,"3,054,657"
DSERRC,1995M02,"3,076,726"
DSERRC,1995M03,"3,091,605"
DSERRC,1995M04,"3,108,670"
DSERRC,1995M05,"3,129,848"
DSERRC,1995M06,"3,150,614"
DSERRC,1995M07,"3,156,275"
DSERRC,1995M08,"3,181,388"
DSERRC,1995M09,"3,179,619"
DSERRC,1995M10,"3,194,296"
DSERRC,1995M11,"3,213,444"
DSERRC,1995M12,"3,227,547"
DSERRC,1996M01,"3,239,769"
DSERRC,1996M02,"3,260,295"
DSERRC,1996M03,"3,278,788"
DSERRC,1996M04,"3,290,941"
DSERRC,1996M05,"3,305,653"
DSERRC,1996M06,"3,317,285"
DSERRC,1996M07,"3,334,715"
DSERRC,1996M08,"3,347,139"
DSERRC,1996M09,"3,364,000"
DSERRC,1996M10,"3,376,443"
DSERRC,1996M11,"3,392,472"
DSERRC,1996M12,"3,415,599"
